filename|arousal|valence
04266.flac|-1|+0.5
04267.flac|-0.5|+0.5
04268.flac|Ignore|+1
04269.flac|0|+1
04270.flac|+1|Init
04271.flac|-2|-0.5
04272.flac|+0.5|+1
04273.flac|+1|Ignore
04274.flac|+0.5|-0.5
04275.flac|Init|-0.5
04276.flac|Ignore|Ignore
04277.flac|Init|Ignore
04278.flac|-1|0
04279.flac|0|-2
04280.flac|Ignore|0
04281.flac|+1|+2
04282.flac|-0.5|+2
04283.flac|0|+0.5
04284.flac|+2|0
04285.flac|-0.5|+1
04286.flac|Init|Ignore
04287.flac|-1|-1
04288.flac|Init|+0.5
04289.flac|-1|-1
04290.flac|Init|-0.5
04291.flac|-2|-0.5
04292.flac|-0.5|Ignore
04293.flac|-1|0
04294.flac|+2|Init
04295.flac|+1|-2
04296.flac|+2|+0.5
04297.flac|+0.5|-1
04298.flac|0|-2
04299.flac|+0.5|+2
04300.flac|-0.5|-0.5
04301.flac|Ignore|+0.5
04302.flac|-2|Ignore
04303.flac|-2|-2
04304.flac|Ignore|+1
04305.flac|+2|-0.5
04306.flac|Init|0
04307.flac|+0.5|Init
04308.flac|-0.5|+0.5
04309.flac|+2|+1
04310.flac|-0.5|-2
04311.flac|Ignore|-2
04312.flac|-0.5|-2
04313.flac|Init|+0.5
04314.flac|-0.5|-2
04315.flac|-0.5|-2
04316.flac|+2|Init
04317.flac|+2|+2
04318.flac|-1|-2
04319.flac|-2|+2
04320.flac|-1|-1
04321.flac|-0.5|Ignore
04322.flac|Ignore|-1
04323.flac|Init|-2
04324.flac|-0.5|-1
04325.flac|+0.5|-2
04326.flac|+2|Ignore
04327.flac|+0.5|Init
04328.flac|0|Init
04329.flac|-1|+1
04330.flac|+0.5|0
04331.flac|-2|-0.5
04332.flac|-2|-0.5
04333.flac|Ignore|+0.5
04334.flac|+0.5|-2
04335.flac|Ignore|-1
04336.flac|0|Init
04337.flac|Ignore|0
04338.flac|Ignore|-0.5
04339.flac|Init|Ignore
04340.flac|-2|-2
04341.flac|0|+0.5
04342.flac|+2|-2
04343.flac|0|+1
04344.flac|-1|Ignore
04345.flac|+0.5|+2
04346.flac|+0.5|-0.5
04347.flac|0|+1
04348.flac|+2|+0.5
04349.flac|Ignore|0
04350.flac|0|-2
04351.flac|-2|+0.5
04352.flac|+2|-0.5
04353.flac|-1|+2
04354.flac|-2|+2
04355.flac|+2|Init
04356.flac|-2|-0.5
04357.flac|Ignore|-0.5
04358.flac|-1|0
04359.flac|-2|+1
04360.flac|+1|Ignore
04361.flac|-2|-0.5
04362.flac|-2|Ignore
04363.flac|+0.5|+2
04364.flac|0|Ignore
04365.flac|+0.5|-1
04366.flac|+1|-2
04367.flac|+1|Init
04368.flac|Ignore|Ignore
04369.flac|+1|Ignore
04370.flac|-0.5|Ignore
04371.flac|+2|+2
04372.flac|-0.5|+2
04373.flac|+2|+1
04374.flac|0|Init
04375.flac|Ignore|+0.5
04376.flac|-2|Init
04377.flac|-2|-2
04378.flac|-0.5|+0.5
04379.flac|Init|+0.5
04380.flac|-1|Ignore
04381.flac|+1|-0.5
04382.flac|+1|+2
04383.flac|+0.5|+1
04384.flac|Ignore|Ignore
04385.flac|-2|-1
04386.flac|+2|-0.5
04387.flac|Init|Init
04388.flac|-2|-0.5
04389.flac|-0.5|+2
04390.flac|-0.5|-1
04391.flac|-0.5|+0.5
04392.flac|-1|+0.5
04393.flac|Ignore|+0.5
04394.flac|0|-0.5
04395.flac|0|Init
04396.flac|-1|+0.5
04397.flac|-1|+0.5
04398.flac|+1|0
04399.flac|+0.5|+2
04400.flac|0|Ignore
04401.flac|-1|+2
04402.flac|+2|+1
04403.flac|+0.5|+1
04404.flac|-1|-1
04405.flac|+1|-0.5
04406.flac|-0.5|+0.5
04407.flac|Init|+0.5
04408.flac|-1|Init
04409.flac|+0.5|0
04410.flac|-1|Ignore
04411.flac|-2|-0.5
04412.flac|-0.5|0
04413.flac|Ignore|-1
04414.flac|-1|Ignore
04415.flac|+2|0
04416.flac|-0.5|+2
04417.flac|-2|-1
04418.flac|0|-0.5
04419.flac|0|+2
04420.flac|+0.5|Ignore
04421.flac|-2|-2
04422.flac|0|+2
04423.flac|-1|0
04424.flac|-1|Init
04425.flac|+0.5|-1
04426.flac|+0.5|-0.5
04427.flac|+2|-2
04428.flac|-2|Init
04429.flac|-1|+0.5
04430.flac|0|-2
04431.flac|Init|-0.5
04432.flac|Ignore|0
04433.flac|+2|-2
04434.flac|+1|+0.5
04435.flac|-0.5|+1
04436.flac|Ignore|Ignore
04437.flac|0|-2
04438.flac|Ignore|0
04439.flac|+1|Init
04440.flac|+0.5|Ignore
04441.flac|-2|-2
04442.flac|-1|+1
04443.flac|-0.5|Init
04444.flac|+1|0
04445.flac|+2|-1
04446.flac|+0.5|-2
04447.flac|-0.5|+0.5
04448.flac|+2|Ignore
04449.flac|+0.5|+1
04450.flac|+0.5|-1
04451.flac|-0.5|-2
04452.flac|-0.5|-2
04453.flac|+2|Init
04454.flac|+1|-2
04455.flac|Ignore|+0.5
04456.flac|0|+1
04457.flac|Ignore|+2
04458.flac|-0.5|+2
04459.flac|+0.5|-0.5
04460.flac|+2|-2
04461.flac|-0.5|0
04462.flac|0|+0.5
04463.flac|-0.5|0
04464.flac|Init|Ignore
04465.flac|+0.5|+0.5
04466.flac|0|-0.5
04467.flac|+1|+2
04468.flac|+1|-0.5
04469.flac|+2|+0.5
04470.flac|+2|Ignore
04471.flac|Init|Ignore
04472.flac|-0.5|+0.5
04473.flac|+2|+2
04474.flac|-2|+1
04475.flac|0|-2
04476.flac|-0.5|+2
04477.flac|Init|+1
04478.flac|0|+0.5
04479.flac|Init|+0.5
04480.flac|+1|-2
04481.flac|-0.5|Init
04482.flac|-2|+2
04483.flac|-1|-2
04484.flac|+0.5|-1
04485.flac|0|0
04486.flac|+0.5|+2
04487.flac|-1|0
04488.flac|Init|+1
04489.flac|-1|+2
04490.flac|+2|+1
04491.flac|+2|-0.5
04492.flac|+2|-2
04493.flac|-1|+1
04494.flac|Init|Ignore
04495.flac|+0.5|-2
04496.flac|0|-1
04497.flac|-1|Ignore
04498.flac|Ignore|-0.5
04499.flac|Ignore|+0.5
04500.flac|-1|+2
04501.flac|-2|+1
04502.flac|-1|Ignore
04503.flac|-1|-0.5
04504.flac|Init|Init
04505.flac|Init|0
04506.flac|-2|+1
04507.flac|-0.5|0
04508.flac|Init|-0.5
04509.flac|-1|Init
04510.flac|+0.5|0
04511.flac|-0.5|Ignore
04512.flac|+2|+1
04513.flac|0|+1
04514.flac|0|+1
04515.flac|Init|+2
04516.flac|Init|-0.5
04517.flac|-2|0
04518.flac|+0.5|+0.5
04519.flac|-1|-0.5
04520.flac|+0.5|Ignore
04521.flac|+2|+2
04522.flac|-1|+2
04523.flac|Ignore|Ignore
04524.flac|+0.5|Init
04525.flac|0|-1
04526.flac|Ignore|+0.5
04527.flac|-2|Init
04528.flac|-1|-0.5
04529.flac|+1|-0.5
04530.flac|Init|+2
04531.flac|-0.5|+2
04532.flac|-0.5|Init
04533.flac|-2|Ignore
04534.flac|+2|Ignore
04535.flac|-0.5|-0.5
04536.flac|-1|Ignore
04537.flac|+0.5|+1
04538.flac|-0.5|+1
04539.flac|Init|Init
04540.flac|+1|-1
04541.flac|-0.5|-0.5
04542.flac|-0.5|Init
04543.flac|-1|-2
04544.flac|Init|-2
04545.flac|-0.5|+2
04546.flac|Ignore|+1
04547.flac|-1|0
04548.flac|+2|+0.5
04549.flac|-2|Init
04550.flac|+2|Init
04551.flac|Init|-1
04552.flac|0|0
04553.flac|-1|0
04554.flac|+2|0
04555.flac|-2|+1
04556.flac|Init|-0.5
04557.flac|-2|Ignore
04558.flac|Init|+2
04559.flac|Init|-2
04560.flac|-1|+0.5
04561.flac|-0.5|-1
04562.flac|-0.5|-1
04563.flac|-1|+2
04564.flac|-1|-2
04565.flac|-1|+2
04566.flac|Ignore|-1
04567.flac|Init|-1
04568.flac|+1|+0.5
04569.flac|-1|0
04570.flac|Ignore|+2
04571.flac|-0.5|-2
04572.flac|-0.5|0
04573.flac|Ignore|+0.5
04574.flac|-1|-2
04575.flac|-1|+0.5
04576.flac|-0.5|-1
04577.flac|Ignore|-1
04578.flac|+1|-1
04579.flac|Ignore|0
04580.flac|Init|+2
04581.flac|Ignore|+1
04582.flac|0|+2
04583.flac|+2|+1
04584.flac|0|+0.5
04585.flac|-1|-0.5
04586.flac|-1|+1
04587.flac|+0.5|Ignore
04588.flac|+0.5|0
04589.flac|Ignore|Init
04590.flac|0|+1
04591.flac|+0.5|Init
04592.flac|+2|0
04593.flac|Init|Init
04594.flac|Init|Init
04595.flac|+0.5|+1
04596.flac|+0.5|-1
04597.flac|+1|0
04598.flac|+1|-1
04599.flac|+2|-2
04600.flac|Ignore|+1
04601.flac|+2|+0.5
04602.flac|Init|-2
04603.flac|Init|Init
04604.flac|-2|+0.5
04605.flac|+1|-1
04606.flac|Init|-2
04607.flac|0|-1
04608.flac|-1|0
04609.flac|-0.5|+0.5
04610.flac|0|0
04611.flac|+1|-2
04612.flac|0|0
04613.flac|-0.5|-1
04614.flac|-2|0
04615.flac|-1|+0.5
04616.flac|+0.5|-2
04617.flac|+1|-2
04618.flac|+2|-2
04619.flac|-1|Init
04620.flac|0|Ignore
04621.flac|+0.5|0
04622.flac|+0.5|+2
04623.flac|+1|Ignore
04624.flac|-1|+2
04625.flac|Init|0
04626.flac|Init|Ignore
04627.flac|0|+1
04628.flac|+0.5|-1
04629.flac|Init|0
04630.flac|Ignore|Ignore
04631.flac|-2|+1
04632.flac|-0.5|+0.5
04633.flac|+2|+2
04634.flac|+2|-0.5
04635.flac|+1|Ignore
04636.flac|0|Init
04637.flac|0|0
04638.flac|-1|Init
04639.flac|Ignore|-2
04640.flac|-1|0
04641.flac|Ignore|-1
04642.flac|-2|Ignore
04643.flac|Ignore|-2
04644.flac|Init|+2
04645.flac|-0.5|0
04646.flac|-0.5|+1
04647.flac|Init|Ignore
04648.flac|Init|-2
04649.flac|+0.5|+0.5
04650.flac|-1|-0.5
04651.flac|Ignore|-2
04652.flac|+1|+2
04653.flac|-0.5|+0.5
04654.flac|-0.5|Init
04655.flac|+1|-1
04656.flac|-2|+0.5
04657.flac|+2|-0.5
04658.flac|Ignore|Init
04659.flac|-2|+0.5
04660.flac|-2|0
04661.flac|-0.5|0
04662.flac|-0.5|-2
04663.flac|0|+2
04664.flac|Ignore|-2
04665.flac|-0.5|0
04666.flac|-1|0
04667.flac|Ignore|-0.5
04668.flac|0|+0.5
04669.flac|-2|+0.5
04670.flac|-1|Init
04671.flac|Init|-2
04672.flac|-0.5|+1
04673.flac|0|+0.5
04674.flac|-0.5|+0.5
04675.flac|-2|-1
04676.flac|-2|Init
04677.flac|-2|-0.5
04678.flac|0|+1
04679.flac|-0.5|+1
04680.flac|+2|-2
04681.flac|Ignore|+0.5
04682.flac|+1|Ignore
04683.flac|-1|Init
04684.flac|+0.5|+2
04685.flac|-2|Init
04686.flac|+2|Init
04687.flac|+0.5|Ignore
04688.flac|+0.5|+1
04689.flac|-1|-1
04690.flac|0|-2
04691.flac|+1|Ignore
04692.flac|-2|-0.5
04693.flac|0|Init
04694.flac|-2|0
04695.flac|+1|+1
04696.flac|Init|Ignore
04697.flac|+2|-0.5
04698.flac|0|+2
04699.flac|0|+0.5
04700.flac|Ignore|Init
04701.flac|-0.5|-1
04702.flac|-1|0
04703.flac|-2|-1
04704.flac|Init|+2
04705.flac|-0.5|+1
04706.flac|0|-1
04707.flac|Ignore|-0.5
04708.flac|Ignore|0
04709.flac|+2|-2
04710.flac|+1|-2
04711.flac|Ignore|+0.5
04712.flac|-0.5|+0.5
04713.flac|Init|+1
04714.flac|+1|+2
04715.flac|Init|-0.5
04716.flac|Ignore|+2
04717.flac|+0.5|+0.5
04718.flac|+0.5|-1
04719.flac|+0.5|+0.5
04720.flac|-2|-2
04721.flac|0|+1
04722.flac|+1|+0.5
04723.flac|-0.5|0
04724.flac|+2|-2
04725.flac|+2|-0.5
04726.flac|Init|Ignore
04727.flac|-0.5|Init
04728.flac|+0.5|Ignore
04729.flac|+0.5|+0.5
04730.flac|-1|Init
04731.flac|+2|0
04732.flac|+1|+1
04733.flac|-1|Ignore
04734.flac|+0.5|+2
04735.flac|-0.5|Init
04736.flac|+1|+0.5
04737.flac|-2|+1
04738.flac|0|0
04739.flac|Ignore|-0.5
04740.flac|-2|Ignore
04741.flac|+0.5|0
04742.flac|Ignore|+2
04743.flac|Init|-0.5
04744.flac|-0.5|-2
04745.flac|+2|+1
04746.flac|+2|-2
04747.flac|-0.5|+2
04748.flac|Ignore|-2
04749.flac|0|-0.5
04750.flac|-2|+2
04751.flac|0|-2
04752.flac|-2|0
04753.flac|Init|-0.5
04754.flac|+0.5|0
04755.flac|-1|+1
04756.flac|0|-2
04757.flac|-2|-2
04758.flac|Init|+0.5
04759.flac|Init|+2
04760.flac|-2|-2
04761.flac|0|Ignore
04762.flac|-1|Init
04763.flac|-0.5|+1
04764.flac|+1|0
04765.flac|Ignore|0
04766.flac|0|-1
04767.flac|Ignore|+1
04768.flac|+0.5|-2
04769.flac|-0.5|Ignore
04770.flac|-0.5|-2
04771.flac|Ignore|-2
04772.flac|+0.5|Init
04773.flac|+0.5|-1
04774.flac|-1|-0.5
04775.flac|+1|+1
04776.flac|-1|Init
04777.flac|Init|-2
04778.flac|-2|+0.5
04779.flac|0|-2
04780.flac|-1|+1
04781.flac|+1|+2
04782.flac|+1|0
04783.flac|-0.5|Init
04784.flac|Ignore|+2
04785.flac|0|+2
04786.flac|+1|-1
04787.flac|+0.5|Init
04788.flac|+2|-1
04789.flac|+2|-1
04790.flac|Init|+2
04791.flac|-1|Ignore
04792.flac|Ignore|-1
04793.flac|-1|-2
04794.flac|Init|+2
04795.flac|Init|+1
04796.flac|0|0
04797.flac|Init|-1
04798.flac|+0.5|Init
04799.flac|-0.5|-2
04800.flac|-2|Init
04801.flac|+1|+1
04802.flac|+2|+1
04803.flac|-2|0
04804.flac|-0.5|-1
04805.flac|Ignore|-1
04806.flac|+2|-0.5
04807.flac|+1|+2
04808.flac|-2|+1
04809.flac|-0.5|Init
04810.flac|-1|-2
04811.flac|-1|-2
04812.flac|Ignore|+1
04813.flac|-0.5|Init
04814.flac|+0.5|+1
04815.flac|-1|-2
04816.flac|-0.5|+1
04817.flac|+2|0
04818.flac|-0.5|+0.5
04819.flac|+1|Ignore
04820.flac|0|Ignore
04821.flac|-1|-0.5
04822.flac|Init|Ignore
04823.flac|-0.5|-2
04824.flac|Ignore|Init
04825.flac|Ignore|Init
04826.flac|-2|+1
04827.flac|+0.5|+1
04828.flac|-0.5|0
04829.flac|Init|Ignore
04830.flac|0|Ignore
04831.flac|-0.5|+1
04832.flac|Init|-2
04833.flac|Ignore|+2
04834.flac|-2|Ignore
04835.flac|+2|Ignore
04836.flac|+0.5|0
04837.flac|+2|+0.5
04838.flac|0|Ignore
04839.flac|Ignore|Init
04840.flac|0|+1
04841.flac|-1|+2
04842.flac|-2|+0.5
04843.flac|+1|Ignore
04844.flac|-2|-2
04845.flac|+0.5|-2
04846.flac|0|+0.5
04847.flac|0|-1
04848.flac|+1|-0.5
04849.flac|-1|-0.5
04850.flac|Ignore|+2
04851.flac|-1|+2
04852.flac|-0.5|-1
04853.flac|+2|-2
04854.flac|-1|-2
04855.flac|+1|-1
04856.flac|Ignore|0
04857.flac|-1|Init
04858.flac|Init|+2
04859.flac|0|+0.5
04860.flac|+0.5|0
04861.flac|+0.5|Ignore
04862.flac|-2|-1
04863.flac|+1|-0.5
04864.flac|Ignore|-1
04865.flac|Ignore|+1
04866.flac|-0.5|+0.5
04867.flac|+0.5|0
04868.flac|+2|+1
04869.flac|Init|+0.5
04870.flac|Ignore|-1
04871.flac|-2|+1
04872.flac|0|Ignore
04873.flac|Ignore|+1
04874.flac|0|+0.5
04875.flac|-2|+0.5
04876.flac|-1|+0.5
04877.flac|-0.5|Init
04878.flac|0|-0.5
04879.flac|+0.5|-0.5
04880.flac|+0.5|-1
04881.flac|+0.5|+0.5
04882.flac|-1|Ignore
04883.flac|+1|Ignore
04884.flac|0|+0.5
04885.flac|+0.5|-0.5
04886.flac|+2|+0.5
04887.flac|+2|Ignore
04888.flac|-2|0
04889.flac|+1|0
04890.flac|0|-1
04891.flac|+0.5|Ignore
04892.flac|+0.5|Init
04893.flac|Ignore|-0.5
04894.flac|Init|Init
04895.flac|0|+2
04896.flac|+0.5|0
04897.flac|Init|+2
04898.flac|+0.5|-1
04899.flac|Ignore|0
04900.flac|0|Ignore
04901.flac|Init|-1
04902.flac|Ignore|-0.5
04903.flac|-1|0
04904.flac|-2|-0.5
04905.flac|-2|Ignore
04906.flac|0|-0.5
04907.flac|-2|+0.5
04908.flac|+2|+0.5
04909.flac|0|-1
04910.flac|+2|Ignore
04911.flac|0|Init
04912.flac|-1|0
04913.flac|+1|Ignore
04914.flac|-1|0
04915.flac|+0.5|0
04916.flac|-1|+1
04917.flac|+1|Init
04918.flac|+1|-0.5
04919.flac|+2|-0.5
04920.flac|+1|+2
04921.flac|+0.5|0
04922.flac|-0.5|+1
04923.flac|+1|+1
04924.flac|-1|+1
04925.flac|-0.5|+1
04926.flac|+2|+0.5
04927.flac|0|-0.5
04928.flac|+1|+1
04929.flac|-0.5|Init
04930.flac|Init|-2
04931.flac|-1|+0.5
04932.flac|-0.5|-2
04933.flac|+0.5|+1
04934.flac|Init|-2
04935.flac|+0.5|Init
04936.flac|+1|-1
04937.flac|Init|+1
04938.flac|-1|-2
04939.flac|-1|0
04940.flac|-2|-1
04941.flac|Ignore|+2
04942.flac|-0.5|0
04943.flac|+1|-0.5
04944.flac|0|+0.5
04945.flac|+2|+1
04946.flac|+1|+0.5
04947.flac|-1|+0.5
04948.flac|Ignore|0
04949.flac|+1|0
04950.flac|+1|0
04951.flac|+0.5|Ignore
04952.flac|0|+0.5
04953.flac|Ignore|-2
04954.flac|+1|+0.5
04955.flac|-1|-2
04956.flac|0|Ignore
04957.flac|+2|-2
04958.flac|0|+0.5
04959.flac|Ignore|Ignore
04960.flac|+2|Ignore
04961.flac|-2|-0.5
04962.flac|+2|-2
04963.flac|0|+1
04964.flac|-2|-1
04965.flac|+2|-2
04966.flac|+1|-0.5
04967.flac|Init|Ignore
04968.flac|Ignore|+1
04969.flac|Init|0
04970.flac|+1|Ignore
04971.flac|+2|-0.5
04972.flac|-1|Ignore
04973.flac|+1|+1
04974.flac|+1|+0.5
04975.flac|-0.5|Ignore
04976.flac|-0.5|-0.5
04977.flac|+0.5|+0.5
04978.flac|+1|-1
04979.flac|0|Init
04980.flac|-1|-1
04981.flac|+0.5|0
04982.flac|-2|Init
04983.flac|-2|+2
04984.flac|-2|-1
04985.flac|Init|-0.5
04986.flac|Ignore|-1
04987.flac|-0.5|Ignore
04988.flac|-0.5|+2
04989.flac|+0.5|Init
04990.flac|+1|+1
04991.flac|-0.5|Init
04992.flac|+0.5|0
04993.flac|-0.5|+0.5
04994.flac|Ignore|+2
04995.flac|0|-2
04996.flac|+1|Ignore
04997.flac|Ignore|+2
04998.flac|Init|Ignore
04999.flac|0|0
05000.flac|+0.5|-1
05001.flac|+2|Init
05002.flac|-0.5|0
05003.flac|-2|-1
05004.flac|0|+1
05005.flac|-1|Ignore
05006.flac|+2|Init
05007.flac|Init|+1
05008.flac|0|-2
05009.flac|Ignore|+1
05010.flac|-2|-1
05011.flac|-1|Ignore
05012.flac|0|-2
05013.flac|+2|-2
05014.flac|-0.5|-0.5
05015.flac|Init|0
05016.flac|-1|Ignore
05017.flac|-2|+1
05018.flac|+1|+1
05019.flac|Ignore|+1
05020.flac|+2|+1
05021.flac|Init|+2
05022.flac|Init|+2
05023.flac|+0.5|+2
05024.flac|0|-1
05025.flac|+0.5|-0.5
05026.flac|-2|Ignore
05027.flac|-0.5|+0.5
05028.flac|-1|+2
05029.flac|0|Init
05030.flac|+2|+2
05031.flac|0|0
05032.flac|+2|-2
05033.flac|-2|-0.5
05034.flac|0|0
05035.flac|-1|+2
05036.flac|Ignore|+0.5
05037.flac|0|-2
05038.flac|+1|-1
05039.flac|Ignore|-2
05040.flac|-1|-2
05041.flac|Init|-0.5
05042.flac|-1|0
05043.flac|-0.5|+0.5
05044.flac|-2|-2
05045.flac|Ignore|-2
05046.flac|Ignore|+0.5
05047.flac|+2|+1
05048.flac|Ignore|-0.5
05049.flac|+2|-0.5
05050.flac|Ignore|+2
05051.flac|+1|-2
05052.flac|-2|Init
05053.flac|+0.5|+2
05054.flac|Ignore|-2
05055.flac|-1|-0.5
05056.flac|0|Ignore
05057.flac|+0.5|+2
05058.flac|Init|Init
05059.flac|+2|0
05060.flac|Init|-2
05061.flac|Init|-2
05062.flac|+0.5|Ignore
05063.flac|+1|-2
05064.flac|0|+0.5
05065.flac|-1|+2
05066.flac|-1|0
05067.flac|+2|+0.5
05068.flac|-2|-0.5
05069.flac|0|Init
05070.flac|-1|+0.5
05071.flac|Ignore|-1
05072.flac|-0.5|+0.5
05073.flac|Ignore|0
05074.flac|Init|+1
05075.flac|-1|+1
05076.flac|Ignore|Ignore
05077.flac|+2|0
05078.flac|+0.5|-1
05079.flac|-2|-0.5
05080.flac|0|+1
05081.flac|+0.5|+2
05082.flac|-2|-1
05083.flac|Init|+0.5
05084.flac|0|+0.5
05085.flac|Ignore|-1
05086.flac|-2|Init
05087.flac|+2|Ignore
05088.flac|+1|Ignore
05089.flac|+0.5|Init
05090.flac|+1|+2
05091.flac|+1|-2
05092.flac|Ignore|+2
05093.flac|+2|+2
05094.flac|+2|0
05095.flac|-2|+1
05096.flac|-0.5|-2
05097.flac|+1|-0.5
05098.flac|+0.5|+2
05099.flac|-1|Init
05100.flac|Init|-0.5
05101.flac|+1|-2
05102.flac|+1|Init
05103.flac|+2|+1
05104.flac|-2|-1
05105.flac|Ignore|0
05106.flac|Init|Ignore
05107.flac|-1|-1
05108.flac|+2|+0.5
05109.flac|Ignore|+2
05110.flac|-2|+1
05111.flac|Ignore|+1
05112.flac|+2|0
05113.flac|+0.5|Ignore
05114.flac|+0.5|-2
05115.flac|0|Init
05116.flac|+2|-0.5
05117.flac|-0.5|-0.5
05118.flac|0|+2
05119.flac|+1|Ignore
05120.flac|Init|0
05121.flac|Init|0
05122.flac|-2|+0.5
05123.flac|Ignore|Ignore
05124.flac|+0.5|-1
05125.flac|Init|-0.5
05126.flac|-0.5|-0.5
05127.flac|-1|+2
05128.flac|0|Ignore
05129.flac|+2|0
05130.flac|Init|-0.5
05131.flac|0|Init
05132.flac|0|+2
05133.flac|-2|-0.5
05134.flac|+1|Ignore
05135.flac|+0.5|+1
05136.flac|+0.5|-2
05137.flac|+1|+1
05138.flac|Ignore|Ignore
05139.flac|Ignore|-1
05140.flac|+2|+2
05141.flac|-0.5|+2
05142.flac|-2|0
05143.flac|Init|+1
05144.flac|-0.5|-2
05145.flac|-1|-1
05146.flac|-0.5|Ignore
05147.flac|-2|-0.5
05148.flac|Ignore|-1
05149.flac|-2|+0.5
05150.flac|Ignore|+0.5
05151.flac|-0.5|-0.5
05152.flac|+1|0
05153.flac|-1|-1
05154.flac|-2|+0.5
05155.flac|-0.5|-2
05156.flac|-1|+2
05157.flac|+2|0
05158.flac|-1|Ignore
05159.flac|-2|Init
05160.flac|+1|-2
05161.flac|+0.5|Init
05162.flac|+0.5|Ignore
05163.flac|-1|0
05164.flac|+1|+2
05165.flac|+0.5|Init
05166.flac|+0.5|-0.5
05167.flac|+0.5|+0.5
05168.flac|-1|Init
05169.flac|+1|+1
05170.flac|-0.5|+0.5
05171.flac|+1|Ignore
05172.flac|+1|+0.5
05173.flac|+0.5|Ignore
05174.flac|+2|-1
05175.flac|-1|Ignore
05176.flac|-1|0
05177.flac|0|+0.5
05178.flac|-1|+1
05179.flac|+1|-1
05180.flac|+0.5|+0.5
05181.flac|Ignore|Ignore
05182.flac|-2|0
05183.flac|-0.5|+1
05184.flac|-1|-1
05185.flac|Init|+1
05186.flac|+1|-0.5
05187.flac|+2|0
05188.flac|-1|-1
05189.flac|+1|+0.5
05190.flac|+0.5|-2
05191.flac|+2|+2
05192.flac|+2|-2
05193.flac|Ignore|0
05194.flac|0|+0.5
05195.flac|-2|0
05196.flac|Ignore|-2
05197.flac|0|-1
05198.flac|-2|+0.5
05199.flac|-0.5|+0.5
05200.flac|+1|+2
05201.flac|-2|+2
05202.flac|+0.5|+2
05203.flac|Ignore|+1
05204.flac|-1|-0.5
05205.flac|-2|-2
05206.flac|-2|-1
05207.flac|Init|0
05208.flac|-2|-1
05209.flac|-1|Init
05210.flac|+0.5|Ignore
05211.flac|+2|+2
05212.flac|+1|0
05213.flac|0|-0.5
05214.flac|-0.5|+0.5
05215.flac|-0.5|-0.5
05216.flac|-0.5|Ignore
05217.flac|+2|-2
05218.flac|Ignore|+0.5
05219.flac|-1|-1
05220.flac|+2|+1
05221.flac|-0.5|-2
05222.flac|+0.5|-1
05223.flac|Init|-1
05224.flac|-2|+0.5
05225.flac|0|0
05226.flac|-1|+2
05227.flac|-1|+0.5
05228.flac|-0.5|-2
05229.flac|-1|Ignore
05230.flac|Ignore|-1
05231.flac|-2|-2
05232.flac|+2|+1
05233.flac|0|0
05234.flac|+2|Init
05235.flac|0|+1
05236.flac|+0.5|Ignore
05237.flac|-2|-0.5
05238.flac|-0.5|Init
05239.flac|-2|-0.5
05240.flac|+0.5|+1
05241.flac|-0.5|+2
05242.flac|-1|+0.5
05243.flac|+2|-1
05244.flac|+2|0
05245.flac|+2|Ignore
05246.flac|-1|Ignore
05247.flac|+2|-2
05248.flac|0|+1
05249.flac|Init|0
05250.flac|+2|+2
05251.flac|+1|Init
05252.flac|-2|-1
05253.flac|+1|-1
05254.flac|Ignore|-0.5
05255.flac|0|Ignore
05256.flac|+1|-0.5
05257.flac|+1|-1
05258.flac|+2|-2
05259.flac|Ignore|-0.5
05260.flac|0|+1
05261.flac|-1|+1
05262.flac|+0.5|-2
05263.flac|Ignore|Init
05264.flac|Init|-1
05265.flac|+0.5|+2
05266.flac|-2|-1
05267.flac|-1|-0.5
05268.flac|+0.5|-0.5
05269.flac|+0.5|+1
05270.flac|+0.5|-0.5
05271.flac|Init|Init
05272.flac|-0.5|+1
05273.flac|+0.5|+1
05274.flac|Ignore|+2
05275.flac|+0.5|-0.5
05276.flac|+1|-1
05277.flac|Ignore|+1
05278.flac|+0.5|-1
05279.flac|0|+0.5
